ang,HWP1
0,7.40133714e-05
1,0.000152888347
2,0.000251584993
3,0.000372551284
4,0.00052197646
5,0.000682600898
6,0.000866535174
7,0.0010762457800000001
8,0.00131227216
9,0.00155758346
10,0.0018103747800000001
11,0.00208093093
12,0.0023747763899999996
13,0.00269222164
14,0.00302163335
15,0.00333953994
16,0.00367341704
17,0.0040096438199999996
18,0.00436603887
19,0.004721319329999999
20,0.005066556240000001
21,0.00540205383
22,0.005785916530000001
23,0.00611432552
24,0.00645363525
25,0.006785196550000001
26,0.00709559663
27,0.0074229547000000005
28,0.007751165870000001
29,0.00800782891
30,0.0082725528
31,0.00853639085
32,0.008771165990000001
33,0.00900964733
34,0.00921053925
35,0.009343440980000001
36,0.00954360166
37,0.00965820072
38,0.00979419474
39,0.009885844520000001
40,0.009972620319999998
41,0.010000500899999999
42,0.0100272764
43,0.0100136558
44,0.00998466476
45,0.00993780577
46,0.009855749339999999
47,0.00974973136
48,0.00962924241
49,0.009490015150000001
50,0.00934265972
51,0.00912406631
52,0.00891925174
53,0.00871080192
54,0.00843804173
55,0.00817028013
56,0.007889469999999999
57,0.00761314368
58,0.00730260854
59,0.00698055783
60,0.0066493644200000005
61,0.00632462388
62,0.0059868807500000005
63,0.00564366383
64,0.0053024296
65,0.00493026118
66,0.00457384976
67,0.00423112169
68,0.0039032429399999996
69,0.0035482473800000002
70,0.00321344328
71,0.00290427852
72,0.0026075388199999997
73,0.00231378908
74,0.00201834519
75,0.00172385296
76,0.00146510558
77,0.00123311975
78,0.0010161908200000001
79,0.0008072511260000001
80,0.000620363039
81,0.000461276755
82,0.000322026438
83,0.000207205716
84,0.00011742784500000001
85,5.1910802799999996e-05
86,9.1561807e-06
87,-8.50634585e-06
88,-4.2995451600000004e-06
89,2.27633468e-05
90,8.11958643e-05
91,0.00016000778700000001
92,0.000256051578
93,0.00037806563599999997
94,0.0005223957939999999
95,0.000702732677
96,0.000892714979
97,0.00109615746
98,0.0013189155699999998
99,0.00156440274
100,0.00183859174
101,0.0021218475000000002
102,0.00241308044
103,0.00270097667
104,0.00301253249
105,0.0033442388500000003
106,0.00370378461
107,0.00404816183
108,0.00439455835
109,0.00473703585
110,0.00508776111
111,0.00544550085
112,0.00581153608
113,0.00613287284
114,0.0064691407699999995
115,0.00679372533
116,0.00713401823
117,0.007451902999999999
118,0.007730980540000001
119,0.00799702866
120,0.00825600273
121,0.008551371140000001
122,0.00881067899
123,0.00902450211
124,0.00922223171
125,0.0093930812
126,0.009555171349999999
127,0.00972010275
128,0.00982741585
129,0.00993133744
130,0.0100018397
131,0.010026383299999999
132,0.0100556517
133,0.010056011
134,0.0100417656
135,0.00996740619
136,0.009910540939999999
137,0.00980843197
138,0.009670777220000001
139,0.00954294319
140,0.00937091681
141,0.0091836373
142,0.00896797246
143,0.008744678780000001
144,0.00851700952
145,0.0082463057
146,0.00797632492
147,0.00766021458
148,0.0073432520400000005
149,0.00704108061
150,0.0067101745999999995
151,0.0063788948
152,0.00602619548
153,0.00568719361
154,0.0053437002
155,0.0050092585299999996
156,0.0046413570099999996
157,0.004282429470000001
158,0.00393636719
159,0.00362568471
160,0.00328300234
161,0.00296153644
162,0.00263644415
163,0.0023295535799999997
164,0.0020444877
165,0.00177887296
166,0.00152039297
167,0.00126749694
168,0.00103867819
169,0.000843610565
170,0.000664343702
171,0.000501411421
172,0.000351122395
173,0.000231624639
174,0.00013686583599999998
175,6.657192840000001e-05
176,1.70840071e-05
177,-7.3932788800000005e-06
178,-7.45620099e-06
179,2.00792609e-05
180,6.67943922e-05
181,0.000135713066
