ang,1
0,0.0094512252
1,0.0060634943100000005
2,0.00339672238
3,0.00148024424
4,0.000300964871
5,1.05522142e-05
6,0.0005876684669999999
7,0.0019390056400000002
8,0.00409121003
9,0.0071640433799999995
10,0.011110869300000001
11,0.0157745981
12,0.0211089991
13,0.0271641293
14,0.034227196
15,0.0423191523
16,0.0507615332
17,0.0598657971
18,0.0694691771
19,0.08033711489999999
20,0.09238407800000001
21,0.104756924
22,0.117310898
23,0.130498549
24,0.14477246400000002
25,0.16015733099999999
26,0.176280344
27,0.191785221
28,0.207896141
29,0.22461131399999998
30,0.24341080299999998
31,0.26214114
32,0.28067323699999996
33,0.298826257
34,0.318422157
35,0.33892874500000003
36,0.360169448
37,0.380391401
38,0.400705525
39,0.422001292
40,0.444043195
41,0.466924801
42,0.48914953399999994
43,0.510365528
44,0.532446953
45,0.557717052
46,0.57948177
47,0.602420478
48,0.6242060920000001
49,0.646707718
50,0.669634202
51,0.69354428
52,0.716121576
53,0.7376837890000001
54,0.759444549
55,0.781903625
56,0.805508054
57,0.827452517
58,0.848812691
59,0.869403477
60,0.890571275
61,0.912629301
62,0.933695934
63,0.953737705
64,0.972596055
65,0.991409528
66,1.0122567199999999
67,1.03189412
68,1.0487386
69,1.06615154
70,1.08267786
71,1.10050256
72,1.1163177
73,1.1310681
74,1.14543911
75,1.15899928
76,1.17342174
77,1.1851440599999998
78,1.19892706
79,1.2096719599999999
80,1.2205987
81,1.2315387100000001
82,1.24054577
83,1.24877424
84,1.25673553
85,1.26428844
86,1.26973866
87,1.2758745599999999
88,1.28127693
89,1.28549663
90,1.2889164499999999
91,1.2915257800000002
92,1.29305187
93,1.2933995999999999
94,1.2934641
95,1.29361218
96,1.2927427900000001
97,1.2898494
98,1.28577137
99,1.28307741
100,1.2789537400000002
101,1.27290655
102,1.26691861
103,1.25936198
104,1.25277846
105,1.24589237
106,1.2370192
107,1.22690492
108,1.21632847
109,1.2056585400000002
110,1.19353808
111,1.18163752
112,1.16882753
113,1.15403254
114,1.13957282
115,1.12508365
116,1.11048354
117,1.09369727
118,1.07835594
119,1.0620453399999998
120,1.04460318
121,1.0270517099999998
122,1.00908126
123,0.989036052
124,0.969763147
125,0.951145834
126,0.931849645
127,0.9115872669999999
128,0.890077965
129,0.868721283
130,0.8487585
131,0.826945878
132,0.804866781
133,0.782573072
134,0.76146709
135,0.739923213
136,0.718339579
137,0.695967348
138,0.6728795710000001
139,0.650504604
140,0.628909096
141,0.6080484020000001
142,0.585951901
143,0.562652131
144,0.5389036380000001
145,0.5180293810000001
146,0.49645890200000004
147,0.4757079
148,0.45366148700000003
149,0.43151207500000005
150,0.41096512
151,0.39153517
152,0.371373841
153,0.35077202500000004
154,0.330010051
155,0.31118560599999995
156,0.29290764399999997
157,0.275010476
158,0.25638548
159,0.237714165
160,0.220503309
161,0.204773969
162,0.188738457
163,0.17315695
164,0.157204922
165,0.142497156
166,0.12905871
167,0.116067204
168,0.103507526
169,0.0912021133
170,0.08017114310000001
171,0.0701007666
172,0.0606528665
173,0.0515192005
174,0.0425401049
175,0.0349352886
176,0.0283333884
177,0.022397325699999998
178,0.016977159199999998
179,0.012000225100000001
180,0.00793086747
181,0.00484903103
182,0.00256345993
183,0.000969805683
184,0.00010516236399999999
185,9.38421536e-05
186,0.000849659727
187,0.00232284356
188,0.00455774261
189,0.0077328677400000006
190,0.0117670188
191,0.0163094228
192,0.0215591463
193,0.027544832800000002
194,0.0345939879
195,0.0425136786
196,0.050706778
197,0.0594515222
198,0.0688314612
199,0.07949001879999999
200,0.09119061
201,0.102644692
202,0.114446113
